,Unnamed: 0,price,score,reviews,guest,bedroom,bed,bath,amentity_wifi,amentity_dryer,amentity_essentials,amentity_hangers,amentity_hair_dryer,amentity_washer,amentity_iron,amentity_air_conditioning,score_cleanliness,score_accuracy,score_communication,score_location,score_check_in,score_value,is_host_verified,is_superhost,no_pets,can_parties,can_smoking,service_fee,amentity_elevator,amentity_kitchen,amentity_cable_tv,amentity_tv,host_reviews,host_response_rate,host_response_time,amentity_laptop-friendly_workspace,amentity_first_aid_kit,amentity_indoor_fireplace,amentity_heating,amentity_carbon_monoxide_alarm,amentity_free_parking_on_premises,amentity_breakfast,amentity_hot_tub,cleaning_fee,amentity_fire_extinguisher,amentity_gym,amentity_pool,amentity_smoke_alarm,amentity_free_street_parking,amentity_private_entrance,amentity_room-darkening_shades,amentity_building_staff,amentity_paid_parking_off_premises,amentity_high_chair,amentity_bathtub,shared_bath,private_bath,amentity_private_living_room,amentity_lock_on_bedroom_door,is_dong_nai,is_binh_duong,is_ngoai_tinh,is_phu_nhuan,is_tan_phu,is_binh_tan,is_quan_4,is_can_gio,is_nha_be,is_quan_5,is_go_vap,is_binh_chanh,is_quan_12,is_tan_binh,is_quan_3,is_quan_7,is_hoc_mon,is_quan_9,is_quan_8,is_quan_6,is_quan_2,is_quan_10,is_quan_1,is_quan_11,is_cu_chi,is_thu_duc,is_binh_thanh,is_entire_home,is_private_room,is_hotel_room,is_shared_room
0,0,12,4.47,45,2,1,1,1,1,1,1,1,1,1,1,1,4.5,4.8,4.9,4.9,4.9,4.6,1,0,1,1,1,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,16,4.75,198,3,0,1,1,1,0,1,1,1,1,0,0,4.7,4.8,4.8,4.6,4.9,4.7,1,0,0,0,1,2,1,1,1,1,3290,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,12,4.25,84,2,1,1,1,1,1,1,1,1,1,1,1,4.1,4.5,4.8,4.7,4.8,4.3,1,0,0,1,1,2,0,0,0,0,1743,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,3,15,4.86,284,2,1,1,1,1,0,1,1,1,1,1,0,4.9,4.9,5,4.9,5,4.9,0,1,0,0,1,2,0,1,0,1,1191,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4,4,15,4.9,99,2,0,1,1,1,0,1,1,1,0,1,1,4.9,5,4.9,4.9,4.9,4.9,0,1,0,0,1,2,0,1,0,1,4358,98,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5,5,14,4.71,22,2,0,1,1,1,0,1,1,1,0,1,0,4.9,4.9,4.8,4.5,4.7,4.7,1,0,0,0,1,2,1,1,0,1,278,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,6,14,4.57,178,3,0,2,1,1,0,1,1,1,1,1,1,4.6,4.6,4.9,4.8,4.9,4.6,1,0,0,1,1,2,0,1,0,1,704,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,7,19,4.83,154,6,0,2,1,1,0,1,1,1,0,1,0,4.8,4.9,5,4.8,5,4.9,0,1,1,1,1,3,0,1,0,1,498,88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8,8,19,4.72,184,2,1,0,1,1,1,1,1,1,1,1,0,4.8,4.8,4.8,4.9,4.8,4.8,0,1,0,0,1,3,0,1,0,1,414,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9,9,15,4.88,8,2,1,1,1,1,0,1,1,1,1,1,0,4.9,5,5,5,5,5,1,0,0,0,1,2,0,1,0,1,9,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,10,15,4.62,21,2,1,1,1,1,1,1,1,1,0,1,1,4.5,4.7,4.6,4.6,4.7,4.5,0,1,0,1,1,2,0,1,0,0,52,90,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11,11,15,4.62,141,3,0,0,1,1,1,1,1,0,0,0,0,4.5,4.8,4.9,4.6,4.9,4.8,1,0,0,0,1,2,1,1,1,1,602,91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,12,16,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,1,1,102,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13,13,14,4.62,136,2,0,0,1,1,0,1,1,1,0,1,0,4.7,4.7,4.8,4.5,4.8,4.6,1,0,0,0,1,2,1,0,1,1,5965,96,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,14,13,4.74,23,4,1,2,1,1,0,1,1,0,1,0,0,4.8,4.9,4.8,4.5,4.9,4.8,0,1,0,1,1,2,0,1,1,1,222,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,15,15,0,2,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,1,2,100,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16,16,17,0,1,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,2,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,17,18,0,0,4,0,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1,0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
18,18,16,4.7,145,2,0,1,1,1,0,1,1,1,0,1,0,4.6,4.7,4.9,4.5,4.8,4.7,1,0,0,0,1,2,0,1,1,1,2504,93,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
19,19,16,5,3,2,1,1,1,1,1,1,1,0,0,0,0,4.7,4.7,5,5,5,5,1,0,0,0,1,2,1,1,0,1,45,100,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,20,14,4.74,54,3,1,1,1,1,0,1,1,1,1,0,0,4.9,4.8,5,4.9,4.9,4.7,0,0,0,0,1,3,0,1,1,1,54,100,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21,21,11,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,1,2,100,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22,22,15,4.85,75,2,0,1,1,1,0,1,1,1,0,1,1,4.9,4.9,4.9,4.9,4.9,4.9,0,1,0,0,1,2,0,1,0,1,4358,98,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
23,23,16,4.84,169,3,0,1,1,1,0,1,1,1,0,0,0,4.8,4.8,4.8,4.7,4.9,4.8,1,0,0,0,1,2,1,1,1,1,3290,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,24,15,4.6,107,2,1,1,1,1,1,1,1,1,1,1,1,4.5,4.8,4.9,4.8,4.8,4.6,1,0,0,0,1,2,0,1,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
25,25,20,4.95,182,3,1,1,1,1,1,1,1,1,0,0,0,4.9,5,5,4.9,5,5,0,1,0,0,1,3,0,1,0,1,1191,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26,26,15,4.62,29,2,0,1,1,1,0,1,1,1,0,1,0,4.6,4.3,4.7,4.2,4.7,4.8,1,0,0,0,1,2,1,1,0,1,278,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
27,27,16,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,1,102,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28,28,12,4.87,47,2,0,1,1,1,0,1,1,1,0,1,0,4.8,4.9,4.9,4.7,4.9,5,1,0,0,0,1,2,1,0,1,1,5965,96,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,29,19,4.74,88,2,1,1,1,1,1,1,1,1,1,0,0,4.8,4.8,4.8,4.9,4.9,4.8,0,1,0,1,1,3,0,1,0,1,414,100,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
30,30,14,4.46,59,3,1,2,1,1,0,1,1,1,1,0,0,4.6,4.6,4.8,4.8,4.8,4.6,1,0,0,1,1,2,0,1,1,1,704,100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
31,31,16,0,1,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0,1,9,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,32,14,4.67,15,3,0,1,1,1,0,1,1,1,0,1,1,4.6,4.9,4.7,4.8,4.9,4.6,1,0,0,1,1,2,1,0,0,1,2504,93,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,33,18,4.8,61,4,0,2,1,1,0,1,1,1,0,0,0,4.8,4.9,5,4.9,4.9,4.8,1,0,0,0,1,3,1,1,0,1,259,100,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,34,17,4.83,48,2,1,1,1,1,1,1,0,0,0,0,0,4.8,4.9,4.9,4.9,4.9,4.8,1,0,0,0,1,2,1,1,1,1,70,100,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,35,15,5,14,2,0,0,1,1,0,1,0,0,0,0,0,4.8,4.8,5,4.9,4.9,4.8,0,0,1,1,1,3,1,1,0,1,16,100,1,0,0,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,36,15,4.95,20,4,0,1,1,1,0,1,1,1,0,0,0,5,5,4.8,5,4.8,5,0,1,0,1,1,3,0,1,1,1,21,100,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37,37,17,0,0,2,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,1,3,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
38,38,15,0,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,1,0,100,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39,39,19,4.75,4,2,1,1,1,1,1,1,1,1,1,0,0,5,4.8,5,5,5,4.5,0,1,0,0,1,3,0,1,0,1,56,100,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
40,40,17,4.88,32,3,0,1,1,1,1,1,1,1,0,0,0,4.9,4.8,5,5,4.9,4.9,0,1,0,0,1,3,1,1,1,1,417,98,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,41,19,4.85,13,3,0,1,1,1,0,1,1,1,0,1,0,4.9,4.8,4.9,4.7,4.9,4.8,0,1,0,0,1,3,1,1,0,1,44,90,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,42,13,4.9,86,4,0,2,1,1,1,1,1,1,1,0,0,4.8,4.9,4.9,4.6,4.9,4.9,0,1,0,0,1,3,0,1,1,1,461,100,1,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,43,16,4.88,172,3,0,1,1,1,0,1,1,1,0,0,0,4.8,4.9,5,4.7,4.9,4.9,1,0,0,0,1,2,1,1,1,1,3290,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,44,15,4.61,61,2,1,1,1,1,1,1,1,1,1,1,0,4.6,4.7,4.9,4.8,4.9,4.7,1,0,0,0,1,2,0,1,0,0,1743,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
45,45,16,4.71,7,2,1,1,1,1,0,1,1,1,0,1,0,4.9,4.9,4.9,4.6,4.9,4.7,1,0,0,0,1,2,1,1,0,1,278,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
46,46,18,4.64,25,2,1,1,1,1,0,1,1,1,0,1,0,4.2,4.6,4.8,4.9,5,4.6,0,1,0,0,1,3,0,1,1,1,4358,98,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
47,47,17,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,1,1,102,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
48,48,14,4.74,46,2,0,1,1,1,0,1,1,1,0,1,0,4.9,4.8,4.8,4.8,4.9,4.7,1,0,0,0,1,2,1,0,1,1,5965,96,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,49,19,4.87,63,2,1,0,1,1,1,1,1,1,1,1,0,4.9,4.9,4.9,4.9,4.8,4.8,0,1,0,0,1,3,0,1,0,1,414,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
50,50,12,0,0,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,100,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
51,51,14,4.36,73,2,0,0,1,1,0,1,1,1,0,1,0,4.4,4.5,4.7,4.4,4.6,4.5,1,0,0,1,1,2,0,1,1,1,2504,93,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
52,52,15,4.31,13,3,0,1,1,1,0,1,1,1,1,0,0,4.5,4.6,4.5,4.2,4.5,4.4,1,0,0,0,1,2,0,1,0,1,704,100,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
53,53,11,4.47,49,1,0,1,1,1,0,1,1,1,0,1,1,4.5,4.8,5,4.9,4.8,4.8,0,0,0,0,1,2,0,0,0,0,77,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
54,54,17,4.71,17,2,0,1,1,1,1,1,0,0,0,0,0,4.8,4.9,4.7,4.2,4.7,4.7,0,1,0,0,1,2,1,1,0,0,42,100,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,55,14,0,2,2,1,0,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,6,30,3,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,56,19,0,1,3,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,1,1,1,244,100,1,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,57,16,4.5,8,2,0,0,1,1,0,1,1,0,0,1,0,4.6,4.6,5,4.5,4.9,4.8,1,0,0,0,1,2,1,1,0,1,95,89,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
58,58,19,0,0,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,0,100,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
59,59,16,0,1,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,0,1,0,100,1,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,60,17,0,0,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,1,0,30,0,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
61,61,14,0,0,4,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,1,0,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
62,62,16,4.57,94,2,0,1,1,1,0,1,1,1,0,0,0,4.6,4.6,4.8,4.4,4.7,4.6,0,0,0,0,1,2,0,1,1,1,186,100,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
63,63,17,4.74,19,2,1,1,1,1,1,1,1,1,1,0,0,4.5,4.7,4.7,4.8,4.8,4.7,0,0,0,0,1,3,1,1,0,1,24,100,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,64,14,4.44,94,2,1,1,1,1,1,1,1,1,1,1,0,4.5,4.7,4.8,4.7,4.9,4.6,1,0,1,1,1,2,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
65,65,16,4.88,226,3,0,1,1,1,0,1,1,1,0,0,0,4.9,4.9,5,4.7,5,4.9,1,0,0,0,1,2,1,1,1,1,3290,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66,66,14,4.5,12,2,0,1,1,1,0,1,1,1,0,1,0,4.8,4.8,4.6,4.3,5,4.7,1,0,0,0,1,2,1,1,0,1,278,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
67,67,15,4.72,54,2,1,1,1,1,0,1,1,1,0,1,0,4.5,4.8,4.9,4.9,4.9,4.7,0,1,0,0,1,2,0,1,1,1,4358,98,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
68,68,19,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,1,0,1,102,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
